Education_Sector,School_Name,School_Type,Address,Suburb,Postcode,Full_Phone_No,LGA_ID,LGA_Name,CouncilArea,Longitude,Latitude
Private,Mary MacKillop Catholic Regional College,Secondary,115 Horn Street,Leongatha,3953,03 5662 4255,617,South Gippsland ,South Gippsland City Council,145.963538,-38.466733
Private,King's College,Pri/Sec,44 Balmoral Road,Warrnambool,3280,03 5562 0147,673,Warrnambool ,Warrnambool City Council,142.506174,-38.362113
Private,Sophia Mundi Steiner School,Pri/Sec,1 St Heliers Street,Abbotsford,3067,03 9419 9229,735,Yarra ,Yarra City Council,145.005225,-37.803664
Private,Al-Taqwa College,Pri/Sec,201 Sayers Road,Truganina,3029,03 9269 5000,726,Wyndham ,Wyndham City Council,144.722023,-37.85265
Private,Overnewton Anglican Community College,Pri/Sec,2-50 Overnewton Road,Keilor,3036,03 9334 0149,118,Brimbank ,Brimbank City Council,144.82318,-37.706557
Private,St Joachim's School,Primary,25 Broderick Road,Carrum Downs,3201,03 9785 2633,217,Frankston ,Frankston City Council,145.178469,-38.103348
Private,Holy Trinity Primary School,Primary,94 Weidlich Road,Eltham North,3095,03 9431 0888,66,Banyule ,Banyule City Council,145.135461,-37.698439
Private,St Carlo Borromeo School,Primary,5-9 Drummond Street,Greenvale,3059,03 9333 2572,327,Hume ,Hume City Council,144.888635,-37.653642
Private,Little Yarra Steiner School,Pri/Sec,205 Little Yarra Road,Yarra Junction,3797,03 5967 1953,745,Yarra Ranges ,Yarra Ranges Shire Council,145.631163,-37.79444291
Private,St Mary MacKillop College,Secondary,53 McCrae Street,Swan Hill,3585,03 5032 9771,661,Swan Hill ,Swan Hill City Council,143.556795,-35.341915
Private,St Kevin's School,Primary,120 Hallam Road,Hampton Park,3976,03 9709 8600,161,Casey ,Casey City Council,145.2674,-38.039316
Private,Bacchus Marsh Grammar,Pri/Sec,34 South Maddingley Road,Bacchus Marsh,3340,03 5366 4800,515,Moorabool ,Moorabool Shire Council,144.4315941,-37.69026649
Private,St Peter's College,Secondary,Cranbourne-Frankston Road,Clyde North,3978,03 5990 7777,161,Casey ,Casey City Council,145.256866,-38.108411
Private,Lighthouse Christian College,Pri/Sec,927 Springvale Road,Keysborough,3173,03 8796 7373,267,Greater Dandenong ,Greater Dandenong City Council,145.143501,-38.001204
Private,Alphington Grammar School,Pri/Sec,12 - 18 Old Heidelberg Road,Alphington,3078,03 9497 4777,735,Yarra ,Yarra City Council,145.036174,-37.780429
Private,St Therese's School,Primary,131 Endeavour Drive,Cranbourne,3977,03 5996 7525,161,Casey ,Casey City Council,145.267244,-38.07727
Private,St Ita's School,Primary,50 Victoria Street,Drouin,3818,03 5625 4222,83,Baw Baw ,Baw Baw City Council,145.861999,-38.132444
Private,Yarralinda School,Primary,4 Birchwood Drive,Mooroolbark,3138,03 9727 3032,745,Yarra Ranges ,Yarra Ranges Shire Council,145.3250651,-37.76461019
Private,Lumen Christi School,Primary,111 Whitelaw Avenue,Delacombe,3356,03 5336 2015,57,Ballarat ,Ballarat City Council,143.817239,-37.580186
Private,Castlemaine Steiner School & Kindergarten,Pri/Sec,11 Rilens Rd,Muckleford,3451,03 5470 6235,543,Mount Alexander ,Mount Alexander City Council,144.156687,-37.081883
Private,The Kilmore International School,Pri/Sec,40 White Street,Kilmore,3764,03 5782 2211,485,Mitchell ,Mitchell Shire Council,144.953202,-37.301025
Private,St Mary's Coptic Orthodox College,Pri/Sec,19-35 Thorpdale Avenue,Coolaroo,3048,03 9302 2788,327,Hume ,Hume City Council,144.931212,-37.65583
Private,Mansfield Autism Statewide Services,Special,81 Highett Street,Mansfield,3722,03 5775 2876,425,Mansfield ,Mansfield City Council,146.085858,-37.060799
Private,Minaret College,Pri/Sec,36-38 Lewis Street,Springvale,3171,03 9574 0567,267,Greater Dandenong ,Greater Dandenong City Council,145.148625,-37.93904
Private,Victory Lutheran College,Pri/Sec,28 Drage Road,Wodonga,3690,02 6057 5859,717,Wodonga ,Wodonga City Council,146.8452849,-36.11673443
Private,Son Centre Christian College,Primary,141a  Aerodrome Road,Swan Hill,3585,03 5032 4199,661,Swan Hill ,Swan Hill City Council,143.546498,-35.377564
Private,Girton Grammar School,Pri/Sec,105 MacKenzie Street,Bendigo,3550,03 5441 3114,262,Greater Bendigo ,Greater Bendigo City Council,144.270883,-36.761969
Private,St Francis of the Fields School,Primary,Blucher Street,Strathfieldsaye,3551,03 5439 3191,262,Greater Bendigo ,Greater Bendigo City Council,144.361293,-36.804466
Private,Galilee Regional Catholic Primary School,Primary,301-319 Bank Street,South Melbourne,3205,03 9699 2928,590,Port Phillip ,Port Phillip City Council,144.954811,-37.836158
Private,Casey Grammar School,Pri/Sec,3 New Holland Drive,Cranbourne East,3977,03 5991 0800,161,Casey ,Casey City Council,145.2928988,-38.11029539
Private,St Brendan's School,Primary,19 Austin Road,Somerville,3912,03 5977 7277,534,Mornington Peninsula ,Mornington Peninsula City Council,145.1683969,-38.23365477
Private,Mary MacKillop School,Primary,2 Ernst Wanke Road,Narre Warren North,3804,03 8794 5777,161,Casey ,Casey City Council,145.311285,-37.995837
Private,Bethany Catholic Primary School,Primary,80 Thames Boulevard,Werribee North,3030,03 9742 9800,726,Wyndham ,Wyndham City Council,144.658661,-37.875586
Private,Victory Christian College,Pri/Sec,6 Kairn Road,Strathdale,3550,03 5445 2600,262,Greater Bendigo ,Greater Bendigo City Council,144.313456,-36.782625
Private,Ilim College,Pri/Sec,30 Inverloch Crescent,Broadmeadows,3047,03 9302 3770,327,Hume ,Hume City Council,144.930072,-37.668621
Private,Penola Catholic College,Secondary,29 GIbson Street,Broadmeadows,3047,03 9301 2777,327,Hume ,Hume City Council,144.918263,-37.687856
Private,Good Samaritan Catholic Primary School,Primary,1-29 Southern Cross Drive,Roxburgh Park,3064,03 9308 6177,327,Hume ,Hume City Council,144.934319,-37.62344
Private,Erasmus Primary School,Primary,40 Lisson Grove,Hawthorn,3122,03 9819 1266,111,Boroondara ,Boroondara City Council,145.031327,-37.827083
Private,Kardinia International College,Pri/Sec,29-31 Kardinia Drive,Bell Post Hill,3215,03 5278 9999,275,Greater Geelong ,Greater Geelong City Council,144.327997,-38.109881
Private,Holy Cross Primary School,Primary,158 Hamilton Road,New Gisborne,3438,03 5428 0100,413,Macedon Ranges ,Macedon Ranges Shire Council,144.597782,-37.455894
Private,St Catherine's Primary School,Primary,73 Ridgemont Drive,Berwick,3806,03 9702 1466,161,Casey ,Casey City Council,145.3369472,-38.06977499
Private,Good News Lutheran College,Pri/Sec,580 Tarneit Road,Tarneit,3029,03 8742 9000,726,Wyndham ,Wyndham City Council,144.666605,-37.855248
Private,Sirius College,Pri/Sec,Goulburn Street,Broadmeadows,3047,03 9301 5800,327,Hume ,Hume City Council,144.9356383,-37.68471741
Private,Emmaus Catholic Primary School,Primary,370 Sydenham Road,Sydenham,3037,03 9390 4500,118,Brimbank ,Brimbank City Council,144.772244,-37.7003009
Private,Red Rock Christian College,Pri/Sec,340 Settlement Road,Sunbury,3429,03 9740 5400,327,Hume ,Hume City Council,144.706022,-37.519099
Private,Maharishi School of the Age of Enlightenment,Primary,2-6 Dundee Street,Reservoir,3073,03 9462 2888,189,Darebin ,Darebin City Council,145.019467,-37.704377
Private,Thomas Carr College,Secondary,35 Thomas Carr Drive,Tarneit,3029,03 8734 2444,726,Wyndham ,Wyndham City Council,144.702055,-37.847676
Private,St Thomas Primary School,Primary,1-7 Peninsula Drive,Drysdale,3222,03 5251 1050,275,Greater Geelong ,Greater Geelong City Council,144.5561661,-38.18801497
Private,Shepparton Christian College Ltd,Pri/Sec,155 Verney Road,Shepparton,3630,03 5831 7790,283,Greater Shepparton ,Greater Shepparton City Council,145.415979,-36.353866
Private,Darul Ulum College of Victoria,Pri/Sec,17 Baird Street,Fawkner North,3060,03 9355 6800,525,Moreland ,Moreland City Council,144.971692,-37.705178
Private,St Thomas Aquinas College,Pri/Sec,1 Tynong Road,Tynong,3813,03 5629 2500,145,Cardinia ,Cardinia Shire Council,145.6236872,-38.08322193
Private,Bairnsdale Christian Community School,Primary,101 Bairnsdale/Dargo Road,Bairnsdale,3875,03 5153 0079,211,East Gippsland ,East Gippsland City Council,147.578345,-37.841223
Private,East Preston Islamic College,Pri/Sec,55 Tyler Street,East Preston,3072,03 9478 3323,189,Darebin ,Darebin City Council,145.0362184,-37.73395414
Private,Clairvaux Catholic School,Primary,45-75 Reynolds Road,Belmont,3216,03 5243 7102,275,Greater Geelong ,Greater Geelong City Council,144.324905,-38.185517
Private,Dandenong Ranges Steiner School,Primary,11c Duffys Road,Emerald,3782,03 8790 4797,145,Cardinia ,Cardinia Shire Council,145.388212,-37.959759
Private,Aitken College,Pri/Sec,1010 Mickleham Road,Greenvale,3059,03 9333 1866,327,Hume ,Hume City Council,144.890698,-37.627709
Private,Alia College,Secondary,405 Tooronga Road,Hawthorn East,3123,03 9822 9622,111,Boroondara ,Boroondara City Council,145.045173,-37.843225
Private,Ballarat Steiner School,Primary,244 Moss Avenue,Mt Helen,3350,03 5341 8188,57,Ballarat ,Ballarat City Council,143.8622038,-37.64075776
Private,Christ the Priest Catholic Primary School,Primary,54 Caroline Springs Boulevard,Caroline Springs,3023,03 9361 8600,465,Melton ,Melton City Council,144.73744,-37.747724
Private,Freshwater Creek Steiner School,Primary,52 McIntyres Road,Freshwater Creek,3216,03 5264 5077,649,Surf Coast ,Surf Coast City Council,144.279739,-38.26332276
Private,Gisborne Montessori School,Primary,57 Barringo Road,New Gisborne,3438,03 5428 4520,413,Macedon Ranges ,Macedon Ranges Shire Council,144.6000093,-37.45338955
Private,Mt Hira College,Pri/Sec,185 Perry Road,Keysborough,3173,03 9709 0100,267,Greater Dandenong ,Greater Dandenong City Council,145.175471,-38.013991
Private,Lumen Christi School,Primary,260 - 278 Point Cook Road,Point Cook,3030,03 9395 2555,726,Wyndham ,Wyndham City Council,144.753344,-37.892603
Private,Trinity Catholic Primary School,Primary,103-129 Oak Grove Drive,Narre Warren South,3805,03 9704 1970,161,Casey ,Casey City Council,145.297985,-38.055386
Private,Columba Catholic School,Primary,28-36 Hope Street,Bunyip,3815,03 5629 5933,145,Cardinia ,Cardinia Shire Council,145.715864,-38.093263
Private,Stott's Colleges,Secondary,"Level 1-6, 168 Exhibition Street",Melbourne,3000,03 9663 3399,460,Melbourne ,Melbourne City Council,144.970559,-37.811535
Private,OneSchool Global Vic,Pri/Sec,23 Scanlon Drive,Epping,3076,03 8199 8277,707,Whittlesea ,Whittlesea City Council,144.995326,-37.644123
Private,Kamaruka,Special,52 River Street,South Yarra,3141,03 9826 0330,635,Stonnington ,Stonnington City Council,144.9976787,-37.83761581
Private,Geelong Baptist College,Pri/Sec,590 Anakie Road,Lovely Banks,3221,03 5276 1674,275,Greater Geelong ,Greater Geelong City Council,144.330286,-38.067137
Private,Lavalla Catholic College,Secondary,Kosciusko Street,Traralgon,3844,03 5174 5272,381,Latrobe ,Latrobe City Council,146.514247,-38.200895
Private,Mildura Christian College,Pri/Sec,1291 Karadoc Ave,Irymple,3498,03 5024 5310,478,Mildura ,Mildura City Council,142.145318,-34.247423
Private,Haileybury Girls College,Pri/Sec,855 Springvale Road,Keysborough,3173,03 9213 2222,267,Greater Dandenong ,Greater Dandenong City Council,145.1447668,-37.99554667
Private,Antonine College,Pri/Sec,71 Grandview Avenue,Pascoe Vale South,3044,03 9354 1377,525,Moreland ,Moreland City Council,144.9427365,-37.74119138
Private,Ozford College,Secondary,Levels 7 & 9,Melbourne,3000,03 8663 7188,460,Melbourne ,Melbourne City Council,144.954425,-37.812887
Private,Berry Street Victoria Inc,Special,11 Tower Court,Noble Park,3174,03 9429 9266,267,Greater Dandenong ,Greater Dandenong City Council,145.190186,-37.981547
Private,Yesodei HaTorah College,Pri/Sec,39 Dickens Street,Elwood,3184,03 9531 3203,590,Port Phillip ,Port Phillip City Council,144.983491,-37.873227
Private,Cana Catholic Primary School,Primary,46-60 Banchory Avenue,Hillside,3037,03 8390 9200,465,Melton ,Melton City Council,144.747148,-37.687916
Private,Holmes Secondary College,Secondary,185 Spring Street,Melbourne,3000,03 9662 2055,460,Melbourne ,Melbourne City Council,144.972271,-37.810302
Private,St Luke's Catholic Primary School,Primary,629 Goulburn Valley Highway,Shepparton North,3631,03 5822 1834,283,Greater Shepparton ,Greater Shepparton City Council,145.412026,-36.324316
Private,"St Francis of Assisi Primary School, Wodonga",Primary,214 Baranduda Boulevard,Baranduda,3691,02 6020 9100,717,Wodonga ,Wodonga City Council,146.939934,-36.173892
Private,Indie School Wodonga,Special,63 - 67 High Street,Wodonga,3690,02 6043 8200,717,Wodonga ,Wodonga City Council,146.889403,-36.118028
Private,Marymede Catholic College,Pri/Sec,60 Williamsons Road,South Morang,3752,03 9407 9000,707,Whittlesea ,Whittlesea City Council,145.091027,-37.643315
Private,Stella Maris Catholic Primary School,Primary,54 - 70 Innisfail Drive,Point Cook,3030,03 9395 8411,726,Wyndham ,Wyndham City Council,144.728681,-37.890763
Private,Lakeside College,Pri/Sec,2 Portobello Road,Pakenham,3810,03 5941 7544,145,Cardinia ,Cardinia Shire Council,145.4559279,-38.06492414
Private,Trinity Catholic School,Primary,57-59 Davison Street,Richmond North,3121,03 9428 7180,735,Yarra ,Yarra City Council,145.0082429,-37.81585217
Private,DOXA School Bendigo,Special,118 Hargreaves Street,Bendigo,3550,03 5442 8140,262,Greater Bendigo ,Greater Bendigo City Council,144.286015,-36.755537
Private,Beechworth Montessori School,Primary,42 Gilchrist Ave,Beechworth,3747,03 5728 2940,335,Indigo ,Indigo City Council,146.6935343,-36.36669302
Private,Balcombe Grammar School,Pri/Sec,389 Nepean Hwy,Mt Martha,3934,03 5970 1100,534,Mornington Peninsula ,Mornington Peninsula City Council,145.0326885,-38.27325431
Private,Catholic Regional College Caroline Springs,Secondary,10 College Drive,Caroline Springs,3023,03 9217 8000,465,Melton ,Melton City Council,144.739602,-37.728879
Private,Ballarat Christian College,Pri/Sec,Yarrowee & Vickers Streets,Sebastopol,3356,03 5337 5900,57,Ballarat ,Ballarat City Council,143.8438075,-37.59292494
Private,Deutsche Schule Melbourne,Primary,96 Barkly Street,North Fitzroy,3068,03 9489 9364,735,Yarra ,Yarra City Council,144.9827723,-37.77883164
Private,Emmaus Catholic Primary School,Primary,1503 Geelong Road,Mount Clear,3350,03 5330 2266,57,Ballarat ,Ballarat City Council,143.871581,-37.612577
Private,EdSpace,Special,24 Carrier Street,Benalla,3672,03 5762 5543,101,Benalla ,Benalla City Council,145.984303,-36.547667
Private,Kolbe Catholic College,Secondary,Lysterfield Drive,Greenvale Lakes,3059,03 8339 3060,327,Hume ,Hume City Council,144.909467,-37.615321
Private,Hume Anglican Grammar,Pri/Sec,100 Mount Ridley Road,Mickleham,3064,03 8339 6900,327,Hume ,Hume City Council,144.931253,-37.56798
Private,Lighthouse Christian College Cranbourne,Pri/Sec,1785 South Gippsland Hwy,Cranbourne,3977,03 5996 1588,161,Casey ,Casey City Council,145.3073,-38.14
Private,Mother Teresa School,Primary,5-15 Windrock Avenue,Mt Ridley,3064,03 9333 0814,327,Hume ,Hume City Council,144.932762,-37.575224
Private,Geelong Lutheran College,Pri/Sec,2 - 38 Burvilles Road,Armstrong Creek,3217,03 5264 1038,275,Greater Geelong ,Greater Geelong City Council,144.337067,-38.230458
Private,Our Lady of the Southern Cross,Primary,2-20 Howqua Way,Manor Lakes,3024,03 9974 8500,726,Wyndham ,Wyndham City Council,144.606223,-37.875846
Private,Daylesford Dharma School,Primary,90 Daylesford Trentham Road,Daylesford,3461,03 5348 3112,291,Hepburn ,Hepburn City Council,144.165949,-37.342326
Private,St George Preca School,Primary,22-48 Lancefield Drive,Caroline Springs,3023,03 7378 5500,465,Melton ,Melton City Council,144.73671,-37.713493
Private,St Joseph's School,Primary,44 Mernda Village Drive,Mernda,3754,03 9717 6480,707,Whittlesea ,Whittlesea City Council,145.0905985,-37.59573779
Private,Al Siraat College,Pri/Sec,45 Harvest Home Road,Epping,3076,03 9408 1999,707,Whittlesea ,Whittlesea City Council,145.0375337,-37.62426056
Private,Community College Gippsland Ltd| ECG Community College,Special,71 Warragul-Korumburra Road,Warragul,3820,(03) 5622 6000,83,Baw Baw ,Baw Baw City Council,145.926224,-38.178231
Private,"Borinya, Wangaratta Community Partnership",Special,30 College Street,Wangaratta,3676,03 5721 2174,670,Wangaratta ,Wangaratta City Council,146.308982,-36.337828
Private,Woodleigh School,Pri/Sec,485 Golf Links Road,Langwarrin South,3911,03 5971 6100,217,Frankston ,Frankston City Council,145.174648,-38.1926
Private,Shepparton ACE Secondary College,Secondary,130 Rowe Street,Shepparton,3630,03 5831 4029,283,Greater Shepparton ,Greater Shepparton City Council,145.4116452,-36.38413232
Private,St Brigid's School,Primary,25 Bayview Road,Officer,3809,03 5943 2447,145,Cardinia ,Cardinia Shire Council,145.405667,-38.054618
Private,St Francis de Sales Catholic Primary School,Primary,122 Paterson Drive,Lynbrook,3975,03 8773 6700,161,Casey ,Casey City Council,145.252476,-38.059012
Private,St Lawrence Catholic Primary School,Primary,93A Capesthorne Drive,Derrimut,3026,03 8390 5326,118,Brimbank ,Brimbank City Council,144.760518,-37.790684
Private,Heritage College Knox,Primary,977-985 Burwood Highway,Ferntree Gully,3156,03 9739 8126,367,Knox ,Knox City Council,145.286487,-37.887291
Private,Melbourne Grammar School,Pri/Sec,355 St Kilda Road,Melbourne,3004,03 9865 7555,460,Melbourne ,Melbourne City Council,144.9770931,-37.83359283
Private,Islamic College of Melbourne,Pri/Sec,83 Wootten Road,Tarneit,3029,03 8742 1739,726,Wyndham ,Wyndham City Council,144.660376,-37.854236
Private,Southern Cross Grammar,Pri/Sec,2-20 Lancefield Drive,Caroline Springs,3023,03 8363 2000,465,Melton ,Melton City Council,144.7396024,-37.71396413
Private,MacKillop Specialist School,Special,25-33 Oxford Street,Whittington,3219,03 5248 2557,275,Greater Geelong ,Greater Geelong City Council,144.3871113,-38.17432485
Private,Cornish College,Pri/Sec,65 Riverend Road,Bangholme,3175,03 9773 1011,267,Greater Dandenong ,Greater Dandenong City Council,145.148761,-38.049197
